path,class,what,why,refs,entrypoint,voice,dead,grouped
docs/history/SYSTEMATICS_WAVE1_SESSION_20260817.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,0,,clean,n/a,history-session-records
docs/history/THREE_TUNE_HARVEST_SESSION_20260813.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,0,,clean,n/a,history-session-records
docs/history/THREE_TUNE_PROVISIONAL_SESSION_20260815.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,2,,clean,n/a,history-session-records
docs/history/TRIAGE_DOCUMENT_PRUNE_SESSION_20260817.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,1,,clean,n/a,history-session-records
docs/history/agent_instructions/PUBLICATION_READY_CODING_AGENT_INSTRUCTIONS.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,10,,clean,n/a,history-session-records
docs/history/audits/FULL_PRODUCTION_CHANGE_JUSTIFICATION_AUDIT_20260730.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,2,,clean,n/a,history-session-records
docs/history/audits/PRE_IMPLEMENTATION_SOURCE_OF_TRUTH_AUDIT.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,3,,clean,n/a,history-session-records
docs/history/audits/REPO_AUDIT_c1bb0d9.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,8,,clean,n/a,history-session-records
docs/history/audits/deletion_candidates.txt,INTERNAL,"A previous repository audit or change-justification pass, with its inventory and deletion-candidate lists.","It is the archaeology of earlier cleanups, and this manifest supersedes it as the current inventory.",6,,clean,n/a,history-audits
docs/history/audits/repo_inventory.csv,INTERNAL,"A previous repository audit or change-justification pass, with its inventory and deletion-candidate lists.","It is the archaeology of earlier cleanups, and this manifest supersedes it as the current inventory.",3,,clean,n/a,history-audits
docs/history/cleanups/CLEANUP_REPORT.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,5,,clean,n/a,history-session-records
docs/history/handoffs/HANDOFF_20260803.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,1,,clean,n/a,history-session-records
docs/history/handoffs/HANDOFF_20260803_v3.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,1,,clean,n/a,history-session-records
docs/history/handoffs/HANDOFF_20260804_v4.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,1,,clean,n/a,history-session-records
docs/history/handoffs/HANDOFF_20260804_v5.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,1,,clean,n/a,history-session-records
docs/history/handoffs/HANDOFF_20260805_v6.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,1,,clean,n/a,history-session-records
docs/history/handoffs/HANDOFF_20260805_v7.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,1,,clean,n/a,history-session-records
docs/history/handoffs/HANDOFF_20260805_v8.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,3,,clean,n/a,history-session-records
docs/history/handoffs/HANDOFF_20260806_v9.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,3,,clean,n/a,history-session-records
docs/history/handoffs/HANDOFF_20260808_v10.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,0,,clean,n/a,history-session-records
docs/history/handoffs/HANDOFF_20260808_v11.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,1,,clean,n/a,history-session-records
docs/history/handoffs/HANDOFF_20260808_v12.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,0,,clean,n/a,history-session-records
docs/history/handoffs/HANDOFF_20260809_v13.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,0,,clean,n/a,history-session-records
docs/history/handoffs/HANDOFF_20260809_v14.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,0,,clean,n/a,history-session-records
docs/history/handoffs/HANDOFF_20260809_v15.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,0,,clean,n/a,history-session-records
docs/history/handoffs/HANDOFF_20260809_v16.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,0,,clean,n/a,history-session-records
docs/history/handoffs/HANDOFF_20260809_v17.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,0,,clean,n/a,history-session-records
docs/history/handoffs/HANDOFF_20260809_v18.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,0,,clean,n/a,history-session-records
docs/history/handoffs/HANDOFF_20260809_v19.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,0,,clean,n/a,history-session-records
docs/history/handoffs/HANDOFF_20260809_v20.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,0,,clean,n/a,history-session-records
docs/history/handoffs/HANDOFF_20260809_v21_GENERATIONAL.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,2,,clean,n/a,history-session-records
docs/history/handoffs/HANDOFF_20260809_v22.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,0,,clean,n/a,history-session-records
docs/history/handoffs/HANDOFF_20260809_v23.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,0,,clean,n/a,history-session-records
docs/history/handoffs/HANDOFF_20260809_v24.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,0,,clean,n/a,history-session-records
docs/history/handoffs/HANDOFF_20260809_v25.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,0,,clean,n/a,history-session-records
docs/history/handoffs/HANDOFF_20260809_v26.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,0,,clean,n/a,history-session-records
docs/history/handoffs/HANDOFF_20260809_v27.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,0,,clean,n/a,history-session-records
docs/history/handoffs/HANDOFF_20260809_v28.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,1,,clean,n/a,history-session-records
docs/history/handoffs/HANDOFF_20260809_v29.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,1,,clean,n/a,history-session-records
docs/history/handoffs/HANDOFF_20260809_v30.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,0,,clean,n/a,history-session-records
docs/history/handoffs/HANDOFF_20260809_v31.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,1,,clean,n/a,history-session-records
docs/history/handoffs/HANDOFF_20260809_v32.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,0,,clean,n/a,history-session-records
docs/history/handoffs/HANDOFF_20260809_v33.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,0,,clean,n/a,history-session-records
docs/history/handoffs/HANDOFF_20260809_v34.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,0,,clean,n/a,history-session-records
docs/history/handoffs/HANDOFF_20260809_v35.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,0,,clean,n/a,history-session-records
docs/history/handoffs/HANDOFF_20260809_v36.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,0,,clean,n/a,history-session-records
docs/history/handoffs/HANDOFF_20260810_v37.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,0,,clean,n/a,history-session-records
docs/history/handoffs/HANDOFF_20260810_v38.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,0,,clean,n/a,history-session-records
docs/history/handoffs/HANDOFF_20260810_v39.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,0,,clean,n/a,history-session-records
docs/history/handoffs/HANDOFF_20260810_v40_GENERATIONAL.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,6,,clean,n/a,history-session-records
docs/history/handoffs/HANDOFF_20260810_v41.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,1,,clean,n/a,history-session-records
docs/history/handoffs/HANDOFF_20260810_v42.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,1,,clean,n/a,history-session-records
docs/history/handoffs/HANDOFF_20260811_v43.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,1,,clean,n/a,history-session-records
docs/history/handoffs/HANDOFF_20260811_v44.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,1,,clean,n/a,history-session-records
docs/history/handoffs/HANDOFF_20260811_v45.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,1,,clean,n/a,history-session-records
docs/history/handoffs/HANDOFF_20260811_v46.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,1,,clean,n/a,history-session-records
docs/history/handoffs/HANDOFF_20260812_prep_v1.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,2,,clean,n/a,history-session-records
docs/history/handoffs/HANDOFF_20260812_prep_v2.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,1,,clean,n/a,history-session-records
docs/history/handoffs/HANDOFF_20260812_prep_v3.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,2,,clean,n/a,history-session-records
docs/history/handoffs/HANDOFF_20260812_v47.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,0,,clean,n/a,history-session-records
docs/history/plotting_validation/FINAL_PLOTTING_HANDOFF.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,6,,clean,n/a,history-session-records
docs/history/plotting_validation/removed_tracked_plot_inventory.txt,INTERNAL,"A session transcript, cleanup report, agent working-instruction pack or superseded plotting handoff kept under the history tree.","Each records process rather than method or result, and the export exclusion covers the whole tree.",8,,clean,n/a,history-other
docs/history/studies/Balancing_and_Sampling/ATTENTION.txt,INTERNAL,"Warns that double-counting is not implemented from 23 December onward and that results from this directory need dividing by two, ending with the note that this remains to be checked.","It is an unresolved caveat on a superseded study, ruled out of scope only while no published number descends from that directory.",13,,clean,n/a,history-studies
docs/history/studies/Balancing_and_Sampling/B_Balancing.C,INTERNAL,"A superseded standalone study: its macros, its committed numeric outputs and the descriptions of the ROOT files it read.","These studies ran on older productions and no published number descends from them, so they record how the project got here.",4,,clean,yes,history-studies
docs/history/studies/Balancing_and_Sampling/B_Balancing_CompareSimulationSettings.C,INTERNAL,"A superseded standalone study: its macros, its committed numeric outputs and the descriptions of the ROOT files it read.","These studies ran on older productions and no published number descends from them, so they record how the project got here.",4,,clean,yes,history-studies
docs/history/studies/Balancing_and_Sampling/B_Balancing_GeneralPlotting.C,INTERNAL,"A superseded standalone study: its macros, its committed numeric outputs and the descriptions of the ROOT files it read.","These studies ran on older productions and no published number descends from them, so they record how the project got here.",14,,clean,yes,history-studies
docs/history/studies/Balancing_and_Sampling/B_Balancing_MakeOutputYields.C,INTERNAL,"A superseded standalone study: its macros, its committed numeric outputs and the descriptions of the ROOT files it read.","These studies ran on older productions and no published number descends from them, so they record how the project got here.",6,,clean,yes,history-studies
docs/history/studies/Balancing_and_Sampling/CalculateErrors/B_Balancing_MakeOutputYields.C,INTERNAL,"A superseded standalone study: its macros, its committed numeric outputs and the descriptions of the ROOT files it read.","These studies ran on older productions and no published number descends from them, so they record how the project got here.",6,,clean,yes,history-studies
docs/history/studies/Balancing_and_Sampling/CalculateErrors/GenerateOutputs.sh,INTERNAL,"A superseded standalone study: its macros, its committed numeric outputs and the descriptions of the ROOT files it read.","These studies ran on older productions and no published number descends from them, so they record how the project got here.",5,,clean,yes,history-studies
docs/history/studies/Balancing_and_Sampling/CalculateErrors/yieldSampling_BB.C,INTERNAL,"A superseded standalone study: its macros, its committed numeric outputs and the descriptions of the ROOT files it read.","These studies ran on older productions and no published number descends from them, so they record how the project got here.",3,,clean,yes,history-studies
docs/history/studies/Balancing_and_Sampling/CalculateErrors/yieldSampling_CC.C,INTERNAL,"A superseded standalone study: its macros, its committed numeric outputs and the descriptions of the ROOT files it read.","These studies ran on older productions and no published number descends from them, so they record how the project got here.",3,,clean,yes,history-studies
docs/history/studies/Balancing_and_Sampling/GenerateOutputs.sh,INTERNAL,"A superseded standalone study: its macros, its committed numeric outputs and the descriptions of the ROOT files it read.","These studies ran on older productions and no published number descends from them, so they record how the project got here.",5,,clean,yes,history-studies
docs/history/studies/Balancing_and_Sampling/containsExcitedD.C,INTERNAL,"A superseded standalone study: its macros, its committed numeric outputs and the descriptions of the ROOT files it read.","These studies ran on older productions and no published number descends from them, so they record how the project got here.",4,,clean,yes,history-studies
docs/history/studies/Balancing_and_Sampling/doubleCounting.C,INTERNAL,The macro whose double-counting logic decides whether the factor of two in ATTENTION.txt applies to any quoted number.,"It is the file to read if the caveat reopens, and the census names it for exactly that, but no current figure depends on it.",4,,clean,yes,history-studies
docs/history/studies/Balancing_and_Sampling/vRelYieldsErrBBMULTCONDENSED.txt,INTERNAL,"A superseded standalone study: its macros, its committed numeric outputs and the descriptions of the ROOT files it read.","These studies ran on older productions and no published number descends from them, so they record how the project got here.",4,,clean,n/a,history-studies
docs/history/studies/Balancing_and_Sampling/vRelYieldsErrBBMULTGENERAL.txt,INTERNAL,"A superseded standalone study: its macros, its committed numeric outputs and the descriptions of the ROOT files it read.","These studies ran on older productions and no published number descends from them, so they record how the project got here.",3,,clean,n/a,history-studies
docs/history/studies/Balancing_and_Sampling/vRelYieldsRatioErrBBMULTCONDENSED.txt,INTERNAL,"A superseded standalone study: its macros, its committed numeric outputs and the descriptions of the ROOT files it read.","These studies ran on older productions and no published number descends from them, so they record how the project got here.",4,,clean,n/a,history-studies
docs/history/studies/Balancing_and_Sampling/vRelYieldsRatioErrBBMULTGENERAL.txt,INTERNAL,"A superseded standalone study: its macros, its committed numeric outputs and the descriptions of the ROOT files it read.","These studies ran on older productions and no published number descends from them, so they record how the project got here.",3,,clean,n/a,history-studies
docs/history/studies/Balancing_and_Sampling/vYieldsErrBBMULTCONDENSED.txt,INTERNAL,"A superseded standalone study: its macros, its committed numeric outputs and the descriptions of the ROOT files it read.","These studies ran on older productions and no published number descends from them, so they record how the project got here.",4,,clean,n/a,history-studies
docs/history/studies/Balancing_and_Sampling/vYieldsErrBBMULTGENERAL.txt,INTERNAL,"A superseded standalone study: its macros, its committed numeric outputs and the descriptions of the ROOT files it read.","These studies ran on older productions and no published number descends from them, so they record how the project got here.",2,,clean,n/a,history-studies
docs/history/studies/Balancing_and_Sampling/vYieldsRatioErrBBMULTCONDENSED.txt,INTERNAL,"A superseded standalone study: its macros, its committed numeric outputs and the descriptions of the ROOT files it read.","These studies ran on older productions and no published number descends from them, so they record how the project got here.",4,,clean,n/a,history-studies
docs/history/studies/Balancing_and_Sampling/vYieldsRatioErrBBMULTGENERAL.txt,INTERNAL,"A superseded standalone study: its macros, its committed numeric outputs and the descriptions of the ROOT files it read.","These studies ran on older productions and no published number descends from them, so they record how the project got here.",3,,clean,n/a,history-studies
docs/history/studies/Batching_MONASH.sh,INTERNAL,"A superseded standalone study: its macros, its committed numeric outputs and the descriptions of the ROOT files it read.","These studies ran on older productions and no published number descends from them, so they record how the project got here.",7,,clean,yes,history-studies
docs/history/studies/DpDmBpBm_ComparisonStudy/DecayAndHadronisation_Markers_MotherStudy.C,INTERNAL,"A superseded standalone study: its macros, its committed numeric outputs and the descriptions of the ROOT files it read.","These studies ran on older productions and no published number descends from them, so they record how the project got here.",3,,clean,yes,history-studies
docs/history/studies/DpDmBpBm_ComparisonStudy/DecayAndHadronisation_Stacked_MotherStudy.C,INTERNAL,"A superseded standalone study: its macros, its committed numeric outputs and the descriptions of the ROOT files it read.","These studies ran on older productions and no published number descends from them, so they record how the project got here.",5,,clean,yes,history-studies
docs/history/studies/DpDmBpBm_ComparisonStudy/PlottingComparisonStudy.C,INTERNAL,"A superseded standalone study: its macros, its committed numeric outputs and the descriptions of the ROOT files it read.","These studies ran on older productions and no published number descends from them, so they record how the project got here.",2,,clean,yes,history-studies
docs/history/studies/DpDmBpBm_ComparisonStudy/ProductionOriginStudy.C,INTERNAL,"A superseded standalone study: its macros, its committed numeric outputs and the descriptions of the ROOT files it read.","These studies ran on older productions and no published number descends from them, so they record how the project got here.",2,,clean,yes,history-studies
docs/history/studies/DpDmBpBm_ComparisonStudy/SameDiffMother_Markers_MotherStudy.C,INTERNAL,"A superseded standalone study: its macros, its committed numeric outputs and the descriptions of the ROOT files it read.","These studies ran on older productions and no published number descends from them, so they record how the project got here.",3,,clean,yes,history-studies
docs/history/studies/DpDmBpBm_ComparisonStudy/SameDiffMother_Stacked_MotherStudy.C,INTERNAL,"A superseded standalone study: its macros, its committed numeric outputs and the descriptions of the ROOT files it read.","These studies ran on older productions and no published number descends from them, so they record how the project got here.",3,,clean,yes,history-studies
docs/history/studies/RootFiles/214_215_RootFilesDescriptions.txt,INTERNAL,"A superseded standalone study: its macros, its committed numeric outputs and the descriptions of the ROOT files it read.","These studies ran on older productions and no published number descends from them, so they record how the project got here.",3,,clean,n/a,history-studies
docs/history/studies/RootFiles/OlderProductions/DpDmBpBm_Comparison_RootFiles/DESCRIPTIONS.txt,INTERNAL,"A superseded standalone study: its macros, its committed numeric outputs and the descriptions of the ROOT files it read.","These studies ran on older productions and no published number descends from them, so they record how the project got here.",5,,clean,n/a,history-studies
docs/history/studies/RootFiles/pTHatMinRootFilesDESCRIPTIONS.txt,INTERNAL,"A superseded standalone study: its macros, its committed numeric outputs and the descriptions of the ROOT files it read.","These studies ran on older productions and no published number descends from them, so they record how the project got here.",3,,clean,n/a,history-studies
docs/history/transcripts/RECIPE_TRANSCRIPT_20260813.md,INTERNAL,"One session's own record of what it did, what it found and what it left open, filed under a dated session name.",docs/PUBLICATION_EXPORT_EXCLUSIONS.md excludes docs/history in full: these quote superseded intermediate numbers a reader cannot tell from current ones.,1,,clean,n/a,history-session-records
docs/nikhef_cleanup_20260820/premove_sha256_20260820.txt,INTERNAL,"One record of the executed cluster cleanup: the target list, the pre-removal digests, the per-path manifest or the removal log.","Owner-ruled 2026-08-20: cluster operations evidence, not a reproduction input.",1,,clean,n/a,nikhef-cleanup-evidence
docs/nikhef_cleanup_20260820/removal_log_20260820.tsv,INTERNAL,"One record of the executed cluster cleanup: the target list, the pre-removal digests, the per-path manifest or the removal log.","Owner-ruled 2026-08-20: cluster operations evidence, not a reproduction input.",1,,clean,n/a,nikhef-cleanup-evidence
docs/nikhef_cleanup_20260820/removal_manifest_20260820.tsv,INTERNAL,"One record of the executed cluster cleanup: the target list, the pre-removal digests, the per-path manifest or the removal log.","Owner-ruled 2026-08-20: cluster operations evidence, not a reproduction input.",2,,clean,n/a,nikhef-cleanup-evidence
docs/nikhef_cleanup_20260820/targets.txt,INTERNAL,"One record of the executed cluster cleanup: the target list, the pre-removal digests, the per-path manifest or the removal log.","Owner-ruled 2026-08-20: cluster operations evidence, not a reproduction input.",1,,clean,n/a,nikhef-cleanup-evidence
docs/nikhef_consolidation_20260820/census_20260820.tsv,INTERNAL,"One record of the Nikhef home-directory consolidation: its census, reverse map, resolver pin check or post-acceptance deletion proposal.",These files make a cluster administration pass reviewable and reversible; they are not inputs to the physics result.,1,,clean,n/a,nikhef-consolidation-records
docs/nikhef_consolidation_20260820/moves_20260820.tsv,INTERNAL,"One record of the Nikhef home-directory consolidation: its census, reverse map, resolver pin check or post-acceptance deletion proposal.",These files make a cluster administration pass reviewable and reversible; they are not inputs to the physics result.,0,,clean,n/a,nikhef-consolidation-records
